-2.197749081581137,1
-4.4278976795198215,1
-4.394236826583968,1
-4.902822051022407,1
-3.0425020324847707,1
-1.4971985494417321,1
-2.8673951240595565,1
-2.571948703962471,1
-2.811378779176379,1
-3.417351560073586,1
-3.11246471308686,1
-3.018172471805138,1
-2.5479768061566377,1
-2.827507188313539,1
-2.9065067552450956,1
-3.1668570768505555,1
-2.7474795854558174,1
-2.7014572460280046,1
-2.615473841751892,2
-3.196724869941235,2
-2.8564793426828814,2
-3.0768348083765797,2
-2.6164742521911375,2
-3.0638916528704017,2
-2.955307546825668,2
-2.9457920524338816,2
-2.8606008742759967,2
-3.2220491898201638,2
-2.6808041060685515,2
-2.9621426061464216,2
-2.883726836709246,3
-3.636761899438659,3
-2.916049531753683,3
-2.7050814477009575,3
-2.8467418401167186,3
-2.802442990641869,3
-2.9138215415181157,3
-2.721635478053396,3
-2.8495096672413998,3
-2.606872210282016,3
-3.4896715250294794,3
-2.3855237540942897,3
-2.753840314067654,4
-2.6691195626731785,4
-3.0130418554775016,4
-3.7310643782047905,4
-2.4720821868007796,4
-2.8278792234361756,4
-2.9510908574444903,4
-2.804680140969079,4
-3.1343412652272185,4
-2.665257738935064,4
-2.512689813365813,4
-3.392609854843176,4
-3.58930612116557,5
-3.2331741519952177,5
-2.8582176382702618,5
-2.9054241549778004,5
-2.9840210999287917,5
-3.435360013013666,5
-3.0488928858074065,5
-2.6381310563753413,5
-2.9767370269157833,5
-3.038280786373259,5
-2.992547603327512,5
-2.8485291931947785,5
-2.8805865642923805,6
-3.198513702788898,6
-2.6304030730812724,6
-3.809295839466012,6
-3.1189822571820005,6
-3.653716922260732,6
-2.8850743200754487,6
-2.775397607251642,6
-2.518570277569756,6
-3.4395425226502687,6
-2.9599573054133144,6
-2.549245749298984,6
-3.0594412470466774,7
-2.8662791458451347,7
-3.290223398318613,7
-3.0627446824293068,7
-2.938144733365754,7
-2.8826323876213906,7
-3.228429502358302,7
-1.8711259249099863,7
-2.5761306446927876,7
-2.671059051979686,7
-3.028838289216951,7
-3.101006210364606,7
-2.9589201445425446,8
-3.5427580370671894,8
-2.7908042024875845,8
-2.8265873487374824,8
-3.7092940169443875,8
-3.280229035997688,8
-2.742586021031563,8
-2.9101921986519437,8
-3.3339151189635237,8
-3.000192689344575,8
-2.803203707663997,8
-2.714353609471897,8
-2.2698774571035547,9
-2.9738796903585714,9
-2.693360394294379,9
-2.5832419865961045,9
-2.7203620943471716,9
-3.0129843440961404,9
-2.993015333736544,9
-2.755679217342287,9
-3.436454618928219,9
-2.652611665411364,9
-2.7474517974009713,9
-3.6855967190246255,9
-3.133183697200017,10
-3.3531398926019578,10
-2.833586633955726,10
-3.0489712681621963,10
-2.8381241583685095,10
-2.8521617710790257,10
-2.867667392103739,10
-2.8420136769354847,10
-2.885935078182315,10
-2.535251079613432,10
-2.4270012624629924,10
-3.2792131330866083,10
-3.0999388216853654,11
-3.719211843880455,11
-3.1460008382169087,11
-2.923795091447151,11
-2.6871742689262175,11
-2.557828213020779,11
-2.6810046962047633,11
-2.475516883802014,11
-2.4986138239016418,11
-3.013038387118669,11
-2.529092450127736,11
-1.7088756651330064,11
-2.0527917243399294,12
-3.3269840157193835,12
-2.9870101911216325,12
-2.7527069598169356,12
-2.643324384957553,12
-3.104728486281696,12
-2.5628292076111943,12
-3.352977792020932,12
-3.3657605597442166,12
-2.7737935182501725,12
-4.2050006811150435,12
-2.9717307458528293,12
-3.0299968169387057,13
-4.450988982956537,13
-2.776388633678998,13
-2.447169210022543,13
-2.642263660443647,13
-3.2342508020387437,13
-2.7699399485975786,13
-3.114403696083634,13
-2.648433455935812,13
-2.8713587482648606,13
-2.8936989681654413,13
-2.010839005583847,13
-3.0514953954432893,14
-4.196595430543535,14
-2.9234212880520865,14
-3.1750935702873644,14
-2.8799661049402916,14
-2.932876826382148,14
-2.4918755587435126,14
-2.5805597621465326,14
-2.925466358265507,14
-3.709142135448578,14
-3.119853871046665,14
-3.4223912968660755,14
-3.548297212938261,15
-2.4565636960636295,15
-3.855935909723243,15
-3.161066451058189,15
-3.1354363150034135,15
-2.863148622342661,15
-3.077805152903552,15
-3.1708340327267988,15
-2.7839989769320694,15
-2.985663854442671,15
-2.90189217330051,15
-2.982363855922575,15
-2.8561669249052737,16
-2.9892457125372602,16
-2.9497981140214886,16
-2.8127699652857583,16
-2.681514086780519,16
-3.3899102835373274,16
-2.9851285822577336,16
-3.409646438099163,16
-3.777380818333197,16
-3.4066972017350365,16
-3.445900976563057,16
-2.9237850859267427,16
-3.185750489239298,17
-3.004837905827155,17
-3.2665489747144125,17
-2.748408186193778,17
-2.9394184131355447,17
-2.8731421240180364,17
-3.1214940223097614,17
-3.115329750157168,17
-2.704190031411221,17
-3.021724137265549,17
-3.0487945773420093,17
-2.7858764273968095,17
-3.150549822269226,18
-3.4078269660364215,18
-3.1755708965713207,18
-3.256510912192931,18
-3.2002906272001153,18
-3.1164861614697554,18
-2.976102692450692,18
-3.0631512849255165,18
-2.6183592866290004,18
-2.296270769766947,18
-2.9728887401308577,18
-2.650648913076468,18
-2.756401453637659,19
-3.146160773693723,19
-2.945694521542488,19
-3.1532782903065515,19
-3.089686842071125,19
-3.0650426264838733,19
-2.363829902029887,19
-3.224691448058069,19
-3.738331015819491,19
-2.9148092308651083,19
-3.0726089581478635,19
-3.1364479796263276,19
-3.1616732721076013,20
-2.884000040934744,20
-2.887899786229624,20
-2.680543904025081,20
-2.601782912439651,20
-2.8874802696503696,20
-3.1876948703310983,20
-3.1784082564607514,20
-3.0962877498017645,20
-3.131192767171075,20
-3.3545765425697094,20
-3.055332624271265,20
-3.131853368808115,21
-3.308617146454205,21
-2.8793009013081967,21
-3.830152620541532,21
-3.6737851657263665,21
-3.1137283795800883,21
-3.0894994998869585,21
-3.4112540081204656,21
-3.1538426416328322,21
-2.4097342596053943,21
-3.4087570982622206,21
-3.062976080116093,21
-3.0555911393617894,22
-3.15536726780261,22
-3.1189457673654872,22
-3.292451292522636,22
-3.2097141552140807,22
-3.200090757833036,22
-3.1365828184078843,22
-3.195190980654775,22
-3.219103814963888,22
-3.1767031650606397,22
-3.038209033879925,22
-3.0045673596672273,22
-2.3922256674949605,23
-4.068444195087005,23
-2.566246215316399,23
-3.292105624766589,23
-3.0844796513575012,23
-2.4675869228445135,23
-3.055126928193387,23
-3.1540946994076924,23
-3.078347145897542,23
-3.0774176710075,23
-2.757240825585908,23
-2.509995374822943,23
-3.0287376657332805,24
-2.102421473657321,24
-2.686279783842185,24
-3.4826722365269305,24
-3.0029639541597004,24
-3.1064539054003864,24
-3.2294535144506544,24
-3.024389024422956,24
-3.581086172027789,24
-3.7732215135211797,24
-2.9445790989385667,24
-3.194587636284557,24
