0;1;0
-3.743819552979803;2;1
0;3;0
0;1;0
0;1;0
-34.9699443500668;2;10
-31.800842197554804;2;10
-40.75730584853144;3;10
-41.882376528280815;3;10
-36.906431859547176;4;10
-36.365995317537774;4;10
-35.19984028289221;5;10
-38.35686541264321;5;10
-36.18274183120205;6;10
-35.52976754763287;6;10
-33.47888747054992;7;10
-34.54336482842426;7;10
-35.554694313685964;8;10
-33.81539755410758;8;10
-35.27093144286776;9;10
-34.55228014648859;9;10
-31.05493726445161;10;10
-31.097184890629247;10;10
-31.096808037474833;11;10
-37.1785075736327;11;10
-34.60166817641861;12;10
-33.06709768232169;12;10
-32.35506608660465;13;10
-33.86432293944809;13;10
-34.982513472213626;14;10
-33.31524906176646;14;10
-33.34355570499627;15;10
-30.87912581152075;15;10
-32.208965121123875;16;10
-32.214692297335056;16;10
-31.858650063460733;17;10
-33.852025670319605;17;10
-34.186412710647375;18;10
-32.43415558377484;18;10
-33.00038751360039;19;10
-36.85975749712456;19;10
-32.911227690054915;20;10
-36.80242046101343;20;10
-31.923814387816645;21;10
-34.302635801955454;21;10
-34.77000557894577;22;10
-35.171306871745855;22;10
-38.30467757639291;23;10
-29.20963886270782;23;10
-32.76654893719011;24;10
-30.381666381207296;24;10
-29.092628161800096;25;10
-30.5604032545813;25;10
0;1;0
0;1;0
-34.85957669032428;2;10
-33.48262829125375;2;10
-35.47102063963731;3;10
-30.31791462124843;3;10
-29.880203532575397;4;10
-32.37434688107092;4;10
-35.66003083667254;5;10
-29.808986261427627;5;10
-37.54819314565257;6;10
-33.22352693374941;6;10
-32.64752216815193;7;10
-32.73319634536472;7;10
-33.06334763300123;8;10
-33.01876386846362;8;10
-34.248962702115776;9;10
-32.36993682119587;9;10
-31.635128763067502;10;10
-31.057553698438447;10;10
-31.576053284219824;11;10
-34.60166848693258;11;10
-32.80434396487142;12;10
-29.549144873774722;12;10
-30.638720910931976;13;10
-30.94174502934254;13;10
-29.579704237398936;14;10
-32.61081234601279;14;10
-31.19745777753719;15;10
-32.953167055263435;15;10
-32.10733845937301;16;10
-33.92068306141401;16;10
-34.40183326992371;17;10
-32.38925594305492;17;10
-33.76822289024675;18;10
-29.70706529301627;18;10
-27.47218941561414;19;10
-30.545983447832647;19;10
-28.57019171253736;20;10
-29.524278415414376;20;10
-32.27794012957743;26;10
-33.6860335229413;26;10
-30.80553568607484;27;10
-34.661877572738284;27;10
-34.7966440203709;28;10
-34.37049711692239;28;10
-30.640537583609614;29;10
-34.898955650820916;29;10
-34.8793876139994;30;10
-33.30747127557721;30;10
-30.96969446518091;31;10
-36.57138702224131;31;10
-33.4707410178971;32;10
-34.68150564677966;32;10
-34.532855717470134;33;10
-36.60095993322781;33;10
-27.551803717736547;34;10
-32.34910013277508;34;10
-32.6283560795308;35;10
-34.58089332833531;35;10
-35.300984366219694;36;10
-32.47900747306821;36;10
-34.52075290811143;37;10
-32.78421149654059;37;10
-31.782650008561443;38;10
-31.00376472167023;38;10
-30.419095789452633;39;10
-30.873415804516192;39;10
-35.81105751294959;40;10
-32.58291645264755;40;10
-32.63245950082826;41;10
-35.766788196435776;41;10
-32.390525987734534;42;10
-33.17189029485192;42;10
-31.15082280276471;43;10
-29.24382658204828;43;10
-33.16735168990202;44;10
-33.991278203956966;44;10
-31.925564752131734;45;10
-30.83569147809639;45;10
-34.51354473727746;46;10
-31.543135266666248;46;10
-35.43928913375809;47;10
-36.49596799848357;47;10
-32.2051596611918;48;10
-31.727774604928943;48;10
-31.302902616962218;49;10
-30.191740078201633;49;10
-34.32867951262894;50;10
-31.53150847718214;50;10
-29.597767807822194;21;10
-30.703986261544483;21;10
-35.16057579048346;22;10
-31.63648810024433;22;10
-32.96455675005035;23;10
-35.357433542268986;23;10
-32.26012941904888;24;10
-34.28776580208207;24;10
-32.18016683219973;25;10
-30.291564295173977;25;10
-31.432155406738122;26;10
-32.90964343318579;26;10
-32.416430469221744;27;10
-31.567364094941723;27;10
-29.012308526023478;28;10
-32.85173574529984;28;10
