stats_o/mean,test/mean_Q,stats_g/mean,stats_g/std,train/success_rate,stats_o/std,test/success_rate,epoch,train/episode,test/episode
0.38676468,-5.9083476,0.5958791,0.7084995,0.8833333333333334,0.07409456,0.6190476190476191,0,10.0,14.0
0.39059404,-4.3015175,0.34922767,0.7425086,0.6000000000000001,0.05457926,0.2380952380952381,1,20.0,28.0
0.39188743,-3.8150074,0.23617105,0.70810384,0.4666666666666666,0.045765985,0.19047619047619047,2,30.0,42.0
0.39253727,-4.921265,0.20197015,0.69716954,0.425,0.04047328,0.08333333333333333,3,40.0,56.0
0.39292827,-5.7371106,0.16081072,0.68034095,0.37333333333333335,0.036847126,0.2738095238095238,4,50.0,70.0
0.3931894,-6.0906663,0.13554041,0.6684812,0.33888888888888885,0.034163572,0.10714285714285714,5,60.0,84.0
0.39337602,-6.525207,0.110277295,0.66836137,0.319047619047619,0.032074783,0.2261904761904762,6,70.0,98.0
0.39351615,-7.184917,0.092930995,0.66358376,0.29583333333333334,0.030388428,0.2261904761904762,7,80.0,112.0
