0;1;0
-3.99855978933698;2;1
0;3;0
0;1;0
0;1;0
-15.835756349333714;2;5
-14.69931700226106;2;5
-15.61015255635299;3;5
-13.552212988283674;3;5
-14.306738609727685;4;5
-15.249674884456727;4;5
-14.647903462113197;5;5
-15.464032301578872;5;5
0;1;0
0;1;0
-17.022510333729965;2;5
-16.237254484829666;2;5
-15.311346986241622;3;5
-17.217320816705346;3;5
-17.20534864549827;4;5
-17.30717588255219;4;5
-17.132280315575322;5;5
-15.144960925883776;5;5
-15.863399493479998;6;5
-16.686060211214993;6;5
-17.88992953593981;7;5
-15.956854403885961;7;5
-16.636646415448194;6;5
-15.080671054368018;6;5
-14.367164429612135;7;5
-16.690664878435836;7;5
-17.62928003530409;8;5
-17.924950622270682;8;5
-18.91929000119282;9;5
-18.441698962687195;9;5
-18.162328958194298;10;5
-20.395310411278007;10;5
-15.339210486993316;8;5
-17.76473560336723;8;5
-17.82961250340336;9;5
-21.769504048508864;9;5
-20.256538881633993;10;5
-21.23133528123573;10;5
-18.274247461001874;11;5
-20.632026914901033;11;5
-20.43708688795328;12;5
-18.423936448549178;12;5
-22.11819442978638;13;5
-21.228055555653256;13;5
-19.7579495702149;14;5
-19.814055809186904;14;5
-20.298400287454243;11;5
-14.575839130309157;11;5
-19.819643313757066;12;5
-17.282253088286936;12;5
-18.798984436824963;13;5
-18.968124076264267;13;5
-22.07129903204276;14;5
-21.145932223293567;14;5
-21.543480233182468;15;5
-23.63007201088244;15;5
-21.744961620256;15;5
-19.886532317237354;15;5
-23.532356242443928;16;5
-18.988047263530717;16;5
-21.380232239486844;17;5
-21.922793552615598;17;5
-20.56152404976274;18;5
-22.505525463105627;18;5
-22.87191923192963;19;5
-22.747532347718078;19;5
-22.082685631536478;20;5
-21.37552772445609;20;5
-22.51971762622417;21;5
-22.32795082322433;21;5
-20.09640696866058;16;5
-17.99896418725874;16;5
-22.168239809084447;17;5
-20.45755505261487;17;5
-23.720262780706637;18;5
-24.2350510244528;18;5
-21.904974276215313;19;5
-20.206028867975274;19;5
-22.270357132187826;20;5
-19.93434183646216;20;5
-22.98459728201265;22;5
-24.04743877735318;22;5
-20.64685302423163;23;5
-24.046117194949396;23;5
-20.399239267539414;24;5
-24.391878747528946;24;5
-23.15315536977857;25;5
-20.55907097186612;25;5
-24.28972824311925;26;5
-22.91105245090714;26;5
-20.505258875924007;27;5
-20.37305079899537;27;5
-21.59818732704685;28;5
-17.12956337834571;28;5
-21.96105000991481;21;5
-22.654560990081087;21;5
-17.841916391091186;22;5
-20.251058008025737;22;5
-24.451937542501646;23;5
-24.3397185250502;23;5
-24.11785406681674;24;5
-18.639395392928712;24;5
-20.155231486491587;25;5
-22.94935102139337;25;5
-19.233310877301733;29;5
-17.90247689649623;29;5
-23.110524397922745;30;5
-19.83567857893077;30;5
-21.259273570648322;31;5
-21.785956279063722;31;5
-13.870842822526225;32;5
-20.001113556087024;32;5
-21.24420944300037;33;5
-20.35023448387168;33;5
-18.6164057928731;34;5
-17.718968801299514;34;5
-19.024983866342755;35;5
-18.388953814685934;35;5
-22.66939677110995;26;5
-21.87820786639454;26;5
-19.07633490260652;27;5
-22.679958769316546;27;5
-19.944099300930976;28;5
-23.093638990173545;28;5
-21.477758938335917;29;5
-20.852411674488348;29;5
-21.4442531347121;30;5
-22.7773812554636;30;5
-21.012551407432202;36;5
-20.42613516563692;36;5
-19.90555690631696;37;5
-19.143015670911566;37;5
-21.161069009111205;38;5
-21.19256201310356;38;5
-20.19607035072589;39;5
-23.352691592506766;39;5
-18.383372497960455;40;5
-18.628336113993328;40;5
-20.73834177832581;41;5
-21.867953738179168;41;5
-20.676763511833748;42;5
-20.419696818611275;42;5
-22.967613361183414;31;5
-22.38084784210447;31;5
-23.36395090428454;32;5
-21.40593744617389;32;5
-22.23340625191487;33;5
-15.82190571344064;33;5
-18.348981865874627;34;5
-20.01570562045113;34;5
-22.258244171930958;35;5
-18.796293718728784;35;5
-22.861937086831418;43;5
-19.358169258592042;43;5
-21.32485966732363;44;5
-21.429041770070477;44;5
-21.742722578886383;45;5
-16.731774373865882;45;5
-20.02127307225691;46;5
-20.736820853677845;46;5
-20.81584130532477;47;5
-18.8207929099343;47;5
-19.281829859270225;48;5
-20.367355460017038;48;5
-17.840673360866294;49;5
-21.63590754034406;49;5
-20.915050302615967;36;5
-18.182706681168646;36;5
-21.29628186089547;37;5
-21.757003461726267;37;5
-19.117600771316038;38;5
-20.062580565339456;38;5
-21.268675019935863;39;5
-20.566668235916687;39;5
-20.903156181705953;40;5
-22.475046286680463;40;5
-21.41732296420137;50;5
-20.824208732073046;50;5
-22.692710752308244;51;5
-19.946911264171618;51;5
-20.928645197113358;52;5
-19.635639172137324;52;5
-21.955797296058485;53;5
-20.568869328528947;53;5
-22.430740899012964;54;5
-21.019624122662126;54;5
-18.495044133957016;55;5
-20.846317789567635;55;5
-20.660617193127102;56;5
-20.59641482817137;56;5
-17.857964554052963;41;5
-22.71143743816134;41;5
-21.014263993320576;42;5
-18.683563227137558;42;5
-19.436819318051597;43;5
-22.21052793047937;43;5
