test/success_rate,0.0875
test/success_rate,0.0875
test/success_rate,0.0875
test/success_rate,0.0875
test/mean_Q,-9.168362
test/mean_Q,-9.168362
test/mean_Q,-9.168362
test/mean_Q,-9.168362
test/episode,20.0
test/episode,20.0
test/episode,20.0
test/episode,20.0
test/reward,-100.0
test/reward,-100.0
test/reward,-100.0
test/reward,-100.0
test/steps,1000.0
test/steps,1000.0
test/steps,1000.0
test/steps,1000.0
test/success_rate,0.0125
test/success_rate,0.0125
test/success_rate,0.0125
test/success_rate,0.0125
test/mean_Q,-11.862733
test/mean_Q,-11.862733
test/mean_Q,-11.862733
test/mean_Q,-11.862733
test/episode,40.0
test/episode,40.0
test/episode,40.0
test/episode,40.0
test/reward,-100.0
test/reward,-100.0
test/reward,-100.0
test/reward,-100.0
test/steps,2000.0
test/steps,2000.0
test/steps,2000.0
test/steps,2000.0
test/success_rate,0.025
test/success_rate,0.025
test/success_rate,0.025
test/success_rate,0.025
test/mean_Q,-11.871313
test/mean_Q,-11.871313
test/mean_Q,-11.871313
test/mean_Q,-11.871313
test/episode,60.0
test/episode,60.0
test/episode,60.0
test/episode,60.0
test/reward,-100.0
test/reward,-100.0
test/reward,-100.0
test/reward,-100.0
test/steps,3000.0
test/steps,3000.0
test/steps,3000.0
test/steps,3000.0
test/success_rate,0.1
test/success_rate,0.1
test/success_rate,0.1
test/success_rate,0.1
test/mean_Q,-11.626358
test/mean_Q,-11.626358
test/mean_Q,-11.626358
test/mean_Q,-11.626358
test/episode,80.0
test/episode,80.0
test/episode,80.0
test/episode,80.0
test/reward,-100.0
test/reward,-100.0
test/reward,-100.0
test/reward,-100.0
test/steps,4000.0
test/steps,4000.0
test/steps,4000.0
test/steps,4000.0
test/success_rate,0.1375
test/success_rate,0.1375
test/success_rate,0.1375
test/success_rate,0.1375
test/mean_Q,-10.011372
test/mean_Q,-10.011372
test/mean_Q,-10.011372
test/mean_Q,-10.011372
test/episode,100.0
test/episode,100.0
test/episode,100.0
test/episode,100.0
test/reward,-70.0
test/reward,-70.0
test/reward,-70.0
test/reward,-70.0
test/steps,5000.0
test/steps,5000.0
test/steps,5000.0
test/steps,5000.0
test/success_rate,0.07500000000000001
test/success_rate,0.07500000000000001
test/success_rate,0.07500000000000001
test/success_rate,0.07500000000000001
test/mean_Q,-9.520154
test/mean_Q,-9.520154
test/mean_Q,-9.520154
test/mean_Q,-9.520154
test/episode,20.0
test/episode,20.0
test/episode,20.0
test/episode,20.0
test/reward,-100.0
test/reward,-100.0
test/reward,-100.0
test/reward,-100.0
test/steps,1000.0
test/steps,1000.0
test/steps,1000.0
test/steps,1000.0
test/success_rate,0.0125
test/success_rate,0.0125
test/success_rate,0.0125
test/success_rate,0.0125
test/mean_Q,-11.960066
test/mean_Q,-11.960066
test/mean_Q,-11.960066
test/mean_Q,-11.960066
test/episode,40.0
test/episode,40.0
test/episode,40.0
test/episode,40.0
test/reward,-100.0
test/reward,-100.0
test/reward,-100.0
test/reward,-100.0
test/steps,2000.0
test/steps,2000.0
test/steps,2000.0
test/steps,2000.0
test/success_rate,0.037500000000000006
test/success_rate,0.037500000000000006
test/success_rate,0.037500000000000006
test/success_rate,0.037500000000000006
test/mean_Q,-12.093912
test/mean_Q,-12.093912
test/mean_Q,-12.093912
test/mean_Q,-12.093912
test/episode,60.0
test/episode,60.0
test/episode,60.0
test/episode,60.0
test/reward,-100.0
test/reward,-100.0
test/reward,-100.0
test/reward,-100.0
test/steps,3000.0
test/steps,3000.0
test/steps,3000.0
test/steps,3000.0
test/success_rate,0.0875
test/success_rate,0.0875
test/success_rate,0.0875
test/success_rate,0.0875
test/mean_Q,-9.284082
test/mean_Q,-9.284082
test/mean_Q,-9.284082
test/mean_Q,-9.284082
test/episode,20.0
test/episode,20.0
test/episode,20.0
test/episode,20.0
test/reward,-100.0
test/reward,-100.0
test/reward,-100.0
test/reward,-100.0
test/steps,1000.0
test/steps,1000.0
test/steps,1000.0
test/steps,1000.0
test/success_rate,0.025
test/success_rate,0.025
test/success_rate,0.025
test/success_rate,0.025
test/mean_Q,-12.466548
test/mean_Q,-12.466548
test/mean_Q,-12.466548
test/mean_Q,-12.466548
test/episode,40.0
test/episode,40.0
test/episode,40.0
test/episode,40.0
test/reward,-100.0
test/reward,-100.0
test/reward,-100.0
test/reward,-100.0
test/steps,2000.0
test/steps,2000.0
test/steps,2000.0
test/steps,2000.0
test/success_rate,0.07500000000000001
test/success_rate,0.07500000000000001
test/success_rate,0.07500000000000001
test/success_rate,0.07500000000000001
test/mean_Q,-9.520154
test/mean_Q,-9.520154
test/mean_Q,-9.520154
test/mean_Q,-9.520154
test/episode,20.0
test/episode,20.0
test/episode,20.0
test/episode,20.0
test/reward,-100.0
test/reward,-100.0
test/reward,-100.0
test/reward,-100.0
test/steps,1000.0
test/steps,1000.0
test/steps,1000.0
test/steps,1000.0
test/success_rate,0.0125
test/success_rate,0.0125
test/success_rate,0.0125
test/success_rate,0.0125
test/mean_Q,-11.960066
test/mean_Q,-11.960066
test/mean_Q,-11.960066
test/mean_Q,-11.960066
test/episode,40.0
test/episode,40.0
test/episode,40.0
test/episode,40.0
test/reward,-100.0
test/reward,-100.0
test/reward,-100.0
test/reward,-100.0
test/steps,2000.0
test/steps,2000.0
test/steps,2000.0
test/steps,2000.0
test/success_rate,0.037500000000000006
test/success_rate,0.037500000000000006
test/success_rate,0.037500000000000006
test/success_rate,0.037500000000000006
test/mean_Q,-12.093912
test/mean_Q,-12.093912
test/mean_Q,-12.093912
test/mean_Q,-12.093912
test/episode,60.0
test/episode,60.0
test/episode,60.0
test/episode,60.0
test/reward,-100.0
test/reward,-100.0
test/reward,-100.0
test/reward,-100.0
test/steps,3000.0
test/steps,3000.0
test/steps,3000.0
test/steps,3000.0
test/success_rate,0.1
test/success_rate,0.1
test/success_rate,0.1
test/success_rate,0.1
test/mean_Q,-11.570387
test/mean_Q,-11.570387
test/mean_Q,-11.570387
test/mean_Q,-11.570387
test/episode,80.0
test/episode,80.0
test/episode,80.0
test/episode,80.0
test/reward,-92.5
test/reward,-92.5
test/reward,-92.5
test/reward,-92.5
test/steps,4000.0
test/steps,4000.0
test/steps,4000.0
test/steps,4000.0
test/success_rate,0.1375
test/success_rate,0.1375
test/success_rate,0.1375
test/success_rate,0.1375
test/mean_Q,-10.669435
test/mean_Q,-10.669435
test/mean_Q,-10.669435
test/mean_Q,-10.669435
test/episode,100.0
test/episode,100.0
test/episode,100.0
